Data,Produto,Quantidade,Valor_Unitario
2022-04-05,Saia de Couro,97.0,114.0
2022-04-29,Anel,,450.0
2022-06-10,Camiseta Manga Longa,14.0,
2022-07-15,Casaco,2.0,
2022-03-12,Sapato,32.0,
2022-07-25,Relógio,22.0,281.0
2022-09-16,Vestido com Fenda,91.0,
2022-12-31,Cardigan,24.0,
2022-03-24,Sandália Rasteira,57.0,
2022-02-05,Luvas,24.0,59.0
2022-03-08,Camisa Polo,,
2022-11-19,Vestido Longo,18.0,
2022-05-19,Casaco,4.0,
2022-01-26,Jaqueta,73.0,68.0
2022-05-01,Jaqueta Jeans,,
2022-10-05,Vestido,5.0,249.0
2022-04-15,Sapatênis,31.0,240.0
2022-02-11,Meia,36.0,381.0
2022-05-23,Moletom,,289.0
2022-10-19,Sapato,,420.0
2022-11-28,Vestido Longo,,465.0
2022-10-15,Camiseta Manga Longa,,417.0
2022-05-03,Sapato,24.0,400.0
2022-10-06,Vestido Tubinho,63.0,
2022-10-08,Vestido com Fenda,,133.0
2022-07-18,Vestido Longuete,,210.0
2022-06-22,Sapato Social,51.0,143.0
2022-11-03,Suéter,,484.0
2022-05-15,Vestido Chemise,,159.0
2022-11-13,Macacão Longo,80.0,
2022-09-17,Jaqueta,34.0,442.0
2022-08-27,Bolsa,47.0,244.0
2022-04-24,Camisa Jeans,55.0,177.0
2022-04-19,Saia de Couro,97.0,
2022-10-01,Pulseira,25.0,109.0
2022-11-30,Vestido Tubinho,75.0,
2022-01-23,Bolsa,92.0,494.0
2022-10-26,Colete,69.0,197.0
2022-12-23,Camisa Manga 3/4,43.0,317.0
2022-01-02,Vestido Curto,76.0,
2022-04-06,Sapato de Salto,70.0,76.0
2022-11-15,Blusa,,252.0
2022-02-13,Sapato de Salto,49.0,336.0
2022-09-01,Camisa Xadrez,31.0,362.0
2022-11-05,Jaqueta de Couro,92.0,353.0
2022-07-31,Blusa de Crochê,76.0,236.0
2022-06-06,Camisa Listrada,80.0,217.0
2022-02-16,Blusa de Tule,,
2022-12-16,Pulseira,,236.0
2022-09-28,Macacão,45.0,204.0
2022-11-13,Vestido Tubinho,21.0,438.0
2022-07-13,Mochila,,191.0
2022-04-23,Cachecol,,235.0
2022-10-28,Blusa Cropped,91.0,129.0
2022-08-03,Calça,16.0,209.0
2022-01-16,Camisa Manga Curta,59.0,461.0
2022-11-16,Sandália de Salto,70.0,383.0
2022-12-13,Bermuda,15.0,334.0
2022-01-13,Relógio,,
2022-09-27,Camisa Xadrez,12.0,243.0
2022-02-19,Saia Longa,30.0,330.0
2022-11-18,Saia,,494.0
2022-05-04,Macacão Longo,9.0,223.0
2022-04-07,Lenço,,295.0
2022-05-02,Top,55.0,259.0
2022-12-09,Chinelo,94.0,
2022-08-10,Vestido Longuete,57.0,234.0
2022-07-17,Saia Midi,47.0,479.0
2022-04-19,Suéter,13.0,73.0
2022-05-28,Sapatênis,91.0,87.0
2022-09-15,Vestido,,
2022-06-21,Blusa,29.0,
2022-11-04,Vestido Longo,,86.0
2022-04-25,Camisa Manga 3/4,38.0,323.0
2022-07-28,Lenço,82.0,187.0
2022-03-04,Sapato,,
2022-09-26,Colar,74.0,330.0
2022-08-12,Sapatênis,,356.0
2022-03-24,Vestido Curto,18.0,165.0
2022-04-24,Blazer,,52.0
2022-04-13,Body,92.0,143.0
2022-01-18,Anel,72.0,460.0
2022-07-24,Boné,25.0,207.0
2022-05-06,Macacão Curto,21.0,337.0
2022-02-25,Jaqueta Jeans,18.0,
2022-11-02,Camisa,28.0,134.0
2022-01-20,Blusa de Frio,11.0,300.0
2022-10-17,Jaqueta de Couro,,411.0
2022-09-21,Tênis,,338.0
2022-12-20,Anel,53.0,484.0
2022-03-14,Vestido Ciganinha,,409.0
2022-09-23,Camiseta Estampada,2.0,266.0
2022-10-31,Cinto,53.0,468.0
2022-02-03,Camiseta,1.0,297.0
2022-09-26,Sapato de Salto,98.0,140.0
2022-12-28,Jaqueta Jeans,9.0,469.0
2022-12-29,Cachecol,50.0,473.0
2022-04-27,Macacão Curto,,
2022-01-10,Blusa de Alça,30.0,268.0
2022-05-06,Sandalia,88.0,
2022-05-17,Short Saia,,
2022-07-06,Camisa Manga Curta,12.0,179.0
2022-09-07,Camisa Xadrez,,73.0
2022-03-16,Jaqueta de Couro,,
2022-08-20,Vestido Chemise,93.0,407.0
2022-05-22,Vestido Tomara que Caia,19.0,436.0
2022-04-17,Calça,44.0,187.0
2022-04-04,Camisa Polo,61.0,313.0
2022-11-21,Camiseta Básica,,
2022-08-15,Bolsa,,
2022-08-20,Pulseira,,
2022-12-06,Regata,98.0,325.0
2022-06-17,Saia de Couro,5.0,402.0
2022-09-01,Sandalia,18.0,
2022-03-24,Short Saia,,
2022-09-19,Vestido Curto,6.0,343.0
2022-12-30,Vestido Longuete,,96.0
2022-03-15,Sutiã,9.0,
2022-02-13,Gravata,,396.0
2022-05-19,Blazer,27.0,435.0
2022-02-27,Vestido com Fenda,48.0,382.0
2022-08-07,Regata,84.0,74.0
2022-03-21,Saia Midi,2.0,
2022-10-01,Sandália de Salto,,
2022-06-11,Vestido Rodado,88.0,133.0
2022-11-07,Saia,,209.0
2022-07-29,Luvas,45.0,167.0
2022-04-29,Mochila,,87.0
2022-09-16,Sandalia,14.0,477.0
2022-07-31,Cachecol,24.0,307.0
2022-02-21,Calça Social,39.0,361.0
2022-07-27,Camisa,,473.0
2022-10-10,Vestido com Fenda,,384.0
2022-01-06,Meia,61.0,
2022-01-12,Camisa,86.0,
2022-07-19,Vestido Longuete,21.0,102.0
2022-02-26,Cardigan,87.0,
2022-05-09,Vestido Longuete,,308.0
2022-02-16,Saia Midi,23.0,
2022-07-02,Blazer,95.0,99.0
2022-02-09,Calça Social,76.0,192.0
2022-08-07,Vestido com Fenda,,459.0
2022-04-21,Camiseta,,242.0
2022-11-25,Óculos,14.0,238.0
2022-09-15,Regata Cavada,,243.0
2022-10-18,Blusa,37.0,370.0
2022-06-09,Blusa de Tule,25.0,222.0
2022-09-01,Sapato Social,57.0,229.0
2022-01-17,Sapato,,462.0
2022-02-23,Blusa de Alça,4.0,
2022-01-25,Calça Legging,,365.0
2022-03-29,Colar,2.0,267.0
2022-05-09,Blusa de Crochê,,153.0
2022-01-31,Sapato Social,,301.0
2022-09-10,Sapatilha,35.0,417.0
2022-10-22,Sutiã,28.0,244.0
2022-07-15,Body,25.0,
2022-04-20,Calça Social,96.0,177.0
2022-06-18,Tênis,62.0,293.0
2022-09-23,Bolsa,,399.0
2022-07-21,Meia,75.0,
2022-11-05,Blazer,60.0,365.0
2022-03-22,Casaco,82.0,
2022-12-05,Saia Jeans,27.0,
2022-11-04,Boné,50.0,400.0
2022-09-29,Regata Cavada,93.0,371.0
2022-12-06,Saia Plissada,93.0,360.0
2022-10-05,Vestido Midi,,
2022-06-18,Meia,9.0,168.0
2022-02-01,Blusa de Crochê,14.0,72.0
2022-07-01,Sapato de Salto,14.0,143.0
2022-03-26,Saia,18.0,63.0
2022-05-19,Blazer,20.0,378.0
2022-04-04,Jaqueta Jeans,,346.0
2022-05-30,Cinto,1.0,
2022-12-03,Blusa de Alça,,
2022-06-05,Bolsa,81.0,126.0
2022-08-31,Casaco,,52.0
2022-04-14,Blusa de Alça,100.0,110.0
2022-01-16,Vestido Transpassado,4.0,311.0
2022-09-17,Regata,,411.0
2022-03-02,Sapato de Salto,31.0,
2022-04-15,Camiseta Manga Longa,,
2022-08-08,Blusa de Tule,,
2022-10-19,Calça Jeans,45.0,64.0
2022-12-13,Sapato Social,5.0,429.0
2022-07-02,Sutiã,9.0,115.0
2022-10-14,Camisa Social,36.0,
2022-05-24,Macacão,,84.0
2022-04-10,Meia,76.0,466.0
2022-06-03,Bermuda,51.0,
2022-08-11,Jaqueta,83.0,114.0
2022-07-17,Blusa Manga Longa,74.0,480.0
2022-09-11,Sandalia,32.0,
2022-03-12,Saia de Couro,28.0,217.0
2022-03-21,Shorts,26.0,336.0
2022-04-23,Sandalia,11.0,415.0
2022-07-23,Camisa Listrada,82.0,287.0
2022-12-27,Lenço,,337.0
2022-01-12,Camiseta Básica,20.0,306.0
2022-10-29,Jaqueta,77.0,392.0
2022-03-12,Jaqueta Jeans,,292.0
2022-01-12,Vestido Tubinho,,482.0
2022-07-29,Vestido Transpassado,96.0,171.0
2022-09-29,Vestido Chemise,11.0,430.0
2022-07-19,Vestido Midi,44.0,422.0
2022-10-18,Regata,,
2022-04-23,Blusa,,488.0
2022-12-31,Blusa,25.0,352.0
2022-03-22,Blusa Cropped,55.0,189.0
2022-10-18,Cardigan,14.0,187.0
2022-02-04,Sandália de Salto,22.0,117.0
2022-07-13,Vestido com Fenda,,
2022-10-24,Bolsa,44.0,86.0
2022-03-19,Bolsa,47.0,101.0
2022-10-14,Saia Plissada,69.0,477.0
2022-09-10,Camiseta,25.0,446.0
2022-02-26,Mochila,93.0,110.0
2022-08-25,Blusa Manga Longa,,107.0
2022-01-06,Camiseta,,387.0
2022-05-28,Saia,,360.0
2022-01-04,Suéter,93.0,366.0
2022-04-08,Saia,52.0,253.0
2022-07-25,Saia Midi,56.0,243.0
2022-11-26,Vestido com Fenda,77.0,349.0
2022-02-25,Calça Legging,,356.0
2022-03-31,Chinelo,,64.0
2022-12-20,Cachecol,48.0,227.0
2022-12-27,Saia de Couro,52.0,128.0
2022-05-26,Vestido Ciganinha,,448.0
2022-08-02,Blusa Cropped,50.0,64.0
2022-04-06,Vestido,,228.0
2022-06-09,Vestido Curto,47.0,406.0
2022-07-12,Vestido com Fenda,47.0,188.0
2022-03-14,Anel,9.0,114.0
2022-05-14,Regata Cavada,27.0,70.0
2022-12-29,Cueca,39.0,434.0
2022-03-18,Lenço,,137.0
2022-11-29,Calça,86.0,276.0
2022-04-28,Vestido com Fenda,27.0,66.0
2022-04-23,Regata,38.0,329.0
2022-02-27,Lenço,81.0,348.0
2022-03-15,Camisa Listrada,,57.0
2022-09-09,Camisa Manga 3/4,97.0,367.0
2022-10-22,Vestido Chemise,28.0,384.0
2022-08-20,Camisa,96.0,
2022-05-27,Suéter,28.0,128.0
2022-12-03,Sandalia,74.0,225.0
2022-04-19,Blusa,,89.0
2022-12-28,Sapato,96.0,396.0
2022-06-23,Blazer,18.0,331.0
2022-11-07,Sutiã,33.0,329.0
2022-09-15,Blusa Cropped,38.0,
2022-01-28,Mochila,71.0,407.0
2022-10-03,Sapato Social,78.0,74.0
2022-02-06,Body,45.0,88.0
2022-11-27,Blusa Cropped,15.0,
2022-12-22,Suéter,,364.0
2022-07-15,Vestido Curto,,450.0
2022-04-09,Blusa de Alça,21.0,239.0
2022-07-19,Bermuda,13.0,394.0
2022-01-02,Camisa Social,82.0,143.0
2022-05-25,Mochila,,75.0
2022-09-30,Sutiã,74.0,83.0
2022-04-06,Short Saia,23.0,405.0
2022-11-28,Cueca,14.0,219.0
2022-03-21,Botas,71.0,401.0
2022-10-25,Blusa de Frio,89.0,
2022-12-25,Relógio,,365.0
2022-05-31,Body,46.0,473.0
2022-09-20,Top,34.0,337.0
2022-07-09,Blusa de Tule,67.0,80.0
2022-12-19,Colar,35.0,427.0
2022-12-31,Blusa,44.0,320.0
2022-06-11,Camisa Manga Curta,,72.0
2022-01-19,Vestido Chemise,22.0,208.0
2022-11-23,Sandalia,35.0,135.0
2023-01-01,Bolsa,17.0,75.0
2022-09-16,Sapato Social,58.0,
2022-01-16,Vestido de Festa,17.0,229.0
2022-07-18,Vestido Transpassado,14.0,253.0
2022-12-16,Boné,,89.0
2022-02-24,Saia Midi,94.0,326.0
2022-02-05,Blusa de Alça,,284.0
2022-05-15,Sandália de Salto,73.0,77.0
2022-07-28,Terno,,393.0
2022-05-19,Macacão,20.0,240.0
2022-11-26,Pulseira,,343.0
2022-12-27,Casaco,56.0,253.0
2022-09-19,Vestido Transpassado,,426.0
2022-03-06,Cardigan,,
2022-02-04,Blazer,,368.0
2022-04-13,Meia,10.0,150.0
2022-02-16,Tênis,48.0,150.0
2022-05-08,Sapato de Salto,48.0,
2022-06-30,Vestido Ciganinha,14.0,152.0
2022-01-22,Vestido de Festa,,
2022-08-11,Vestido de Festa,83.0,425.0
2022-01-18,Mochila,48.0,193.0
2022-07-11,Macacão,,429.0
2022-11-08,Saia Jeans,79.0,262.0
2022-12-28,Blusa de Crochê,42.0,214.0
2022-01-26,Brinco,82.0,250.0
2022-10-01,Vestido Godê,,187.0
2022-11-13,Saia Jeans,,
2022-11-21,Saia Longa,19.0,118.0
2022-12-20,Saia Midi,76.0,263.0
2022-08-08,Shorts,13.0,86.0
2022-12-19,Pulseira,92.0,168.0
2022-06-28,Macacão Longo,100.0,
2022-10-11,Tênis,51.0,386.0
2022-02-16,Bermuda,56.0,475.0
2022-08-05,Vestido Longuete,20.0,
2022-06-23,Bolsa,31.0,136.0
2022-10-21,Vestido com Fenda,51.0,126.0
2022-08-18,Blazer,73.0,131.0
2022-10-29,Luvas,,132.0
2022-02-19,Blusa,5.0,
2022-04-11,Blusa,66.0,183.0
2022-01-05,Blusa Manga Longa,33.0,188.0
2022-07-30,Sandália Rasteira,36.0,
2022-04-13,Vestido com Fenda,40.0,64.0
2022-03-26,Sandalia,,147.0
2022-10-19,Sapatênis,,53.0
2022-07-22,Jaqueta Jeans,45.0,335.0
2022-08-12,Blusa Cropped,,
2022-05-29,Mochila,77.0,397.0
2022-03-07,Blusa de Tricot,30.0,162.0
2022-06-01,Sapato,44.0,201.0
2022-11-09,Vestido com Fenda,,436.0
2022-12-30,Saia Midi,25.0,260.0
2022-01-31,Sandália de Salto,68.0,
2022-06-17,Blazer,,416.0
2022-11-26,Bolsa,85.0,210.0
2022-04-23,Saia Longa,,
2022-01-15,Short Saia,,83.0
2022-05-21,Cueca,10.0,72.0
2022-08-21,Sapatênis,29.0,455.0
2022-12-30,Tênis,37.0,216.0
2022-11-03,Vestido Tomara que Caia,76.0,291.0
2022-05-30,Blusa de Tricot,,464.0
2022-09-04,Vestido Tomara que Caia,68.0,53.0
2022-06-21,Calça Social,16.0,377.0
2022-05-14,Saia Midi,72.0,337.0
2022-09-16,Relógio,82.0,347.0
2022-12-12,Vestido Rodado,95.0,
2022-09-15,Short Saia,62.0,
2022-06-29,Gravata,12.0,
2022-05-08,Moletom,80.0,428.0
2022-01-29,Calça Legging,88.0,
2022-04-02,Bolsa,,
2022-03-28,Top,1.0,286.0
2022-07-20,Terno,86.0,83.0
2022-08-02,Saia,47.0,244.0
2022-05-16,Vestido de Festa,9.0,271.0
2022-01-05,Saia,,181.0
2022-12-17,Camisa Manga Curta,,268.0
2022-04-01,Blusa de Tule,89.0,269.0
2022-03-15,Mochila,,218.0
2022-02-11,Jaqueta de Couro,51.0,200.0
2022-11-13,Blusa de Alça,82.0,453.0
2022-06-26,Luvas,,321.0
2022-10-11,Sapatênis,41.0,
2022-05-21,Blusa Manga Longa,,
2022-11-05,Vestido Midi,32.0,155.0
2022-09-08,Anel,60.0,456.0
2022-02-02,Blusa de Crochê,,353.0
2022-11-20,Jaqueta,,372.0
2022-04-11,Cinto,77.0,306.0
2022-03-17,Sandalia,89.0,99.0
2022-12-26,Colete,49.0,269.0
2022-11-06,Colar,12.0,169.0
2022-11-19,Vestido Curto,45.0,137.0
2022-05-23,Bermuda,78.0,233.0
2022-06-15,Vestido Curto,100.0,403.0
2022-10-09,Colete,,278.0
2022-01-27,Vestido com Fenda,79.0,151.0
2022-11-12,Colar,14.0,401.0
2022-10-31,Saia Longa,88.0,
2022-09-17,Jaqueta de Couro,80.0,401.0
2022-11-28,Casaco,36.0,240.0
2022-01-09,Camisa Polo,81.0,223.0
2022-02-15,Sapato de Salto,69.0,296.0
2022-01-01,Saia Jeans,8.0,112.0
2022-05-07,Boné,52.0,267.0
2022-02-14,Top,31.0,131.0
2022-11-08,Saia de Couro,53.0,
2022-03-21,Blazer,32.0,64.0
2022-07-19,Blusa Cropped,53.0,
2022-11-01,Saia Longa,74.0,449.0
2022-01-14,Saia Longa,23.0,319.0
2022-03-18,Vestido Longo,,180.0
2022-02-13,Calça Legging,49.0,396.0
2022-04-17,Chinelo,,316.0
2022-01-15,Vestido Tubinho,95.0,436.0
2022-07-11,Vestido Tubinho,100.0,435.0
2022-11-15,Camiseta Estampada,90.0,
2022-12-25,Sapato de Salto,,361.0
2022-08-08,Macacão Longo,50.0,
2022-10-22,Terno,,
2022-12-09,Calça Social,,221.0
2022-08-18,Saia de Couro,93.0,363.0
2022-02-05,Blusa de Renda,91.0,428.0
2022-03-31,Blusa de Crochê,68.0,211.0
2022-03-02,Anel,,461.0
2022-12-03,Macacão Longo,,222.0
2022-07-31,Blusa de Alça,56.0,121.0
2022-02-05,Vestido,,89.0
2022-11-07,Terno,,
2022-01-12,Relógio,94.0,356.0
2022-12-15,Cachecol,,483.0
2022-10-12,Sapato de Salto,,
2022-09-11,Calça,13.0,282.0
2022-01-31,Luvas,12.0,
2022-02-12,Blusa de Frio,,
2022-03-18,Jaqueta de Couro,13.0,
2022-03-17,Saia Midi,,241.0
2022-10-03,Vestido com Fenda,11.0,481.0
2022-04-12,Botas,,325.0
2022-11-26,Cinto,15.0,
2022-06-09,Saia Plissada,,
2022-04-07,Vestido Rodado,98.0,
2022-08-04,Tênis,,312.0
2022-04-07,Suéter,,190.0
2022-10-04,Suéter,88.0,85.0
2022-03-20,Vestido Ciganinha,64.0,417.0
2022-03-06,Jaqueta de Couro,,420.0
2022-08-22,Blusa Ciganinha,84.0,499.0
2022-01-14,Casaco,32.0,246.0
2022-03-23,Short Saia,19.0,487.0
2022-09-08,Anel,,320.0
2022-12-22,Vestido com Fenda,7.0,
2022-10-03,Camiseta Manga Longa,65.0,277.0
2022-12-23,Vestido Curto,67.0,382.0
2022-03-24,Vestido Tomara que Caia,30.0,442.0
2022-09-09,Botas,16.0,176.0
2022-09-07,Vestido Longuete,8.0,60.0
2023-01-01,Boné,28.0,346.0
2022-01-03,Vestido Ciganinha,99.0,442.0
2022-06-01,Camisa Listrada,,133.0
2022-02-13,Camisa Manga 3/4,,144.0
2022-10-23,Sandália de Salto,,192.0
2022-09-25,Cinto,76.0,221.0
2022-09-27,Anel,12.0,221.0
2022-10-24,Body,,283.0
2022-02-20,Jaqueta Jeans,49.0,
2022-08-25,Luvas,,355.0
2022-10-09,Jaqueta Jeans,62.0,459.0
2022-04-20,Vestido de Festa,76.0,408.0
2022-09-09,Vestido de Festa,,492.0
2022-02-18,Blazer,87.0,246.0
2022-07-14,Regata,48.0,239.0
2022-05-14,Cinto,54.0,75.0
2022-02-04,Sapato,9.0,
2022-10-05,Sapato,,363.0
2022-09-21,Cachecol,,415.0
2022-07-19,Saia,99.0,478.0
2022-07-13,Óculos,41.0,240.0
2022-09-14,Relógio,29.0,176.0
2022-08-07,Colar,21.0,
2022-11-15,Calça Legging,,267.0
2022-11-14,Macacão Longo,34.0,434.0
2022-03-13,Gravata,76.0,101.0
2022-02-03,Blusa Ciganinha,,94.0
2022-11-24,Pulseira,96.0,
2022-12-08,Camiseta Básica,91.0,171.0
2022-11-02,Vestido de Festa,3.0,345.0
2022-12-31,Camisa Polo,76.0,
2022-11-17,Camisa Xadrez,90.0,430.0
2022-07-28,Óculos,28.0,339.0
2022-01-06,Sutiã,40.0,
2022-01-10,Jaqueta de Couro,23.0,
2022-09-12,Calça Jeans,1.0,
2022-09-08,Bermuda,,331.0
2022-11-23,Sutiã,,218.0
2022-10-20,Camisa Social,,302.0
2022-05-03,Calça Social,21.0,187.0
2022-07-02,Blusa de Tule,98.0,279.0
2022-09-11,Vestido com Fenda,45.0,
2022-11-27,Vestido Rodado,,151.0
2022-10-13,Vestido Longuete,,492.0
2022-06-21,Bolsa,49.0,338.0
2022-04-09,Macacão Longo,62.0,
2022-05-09,Camiseta,9.0,91.0
2022-06-22,Jaqueta,100.0,
2022-04-10,Blusa de Tricot,10.0,189.0
2022-02-25,Vestido Midi,,
2022-04-28,Camisa Listrada,,207.0
2022-11-07,Colete,50.0,369.0
2022-01-26,Vestido Chemise,49.0,
2022-11-29,Camiseta,68.0,340.0
2022-01-16,Vestido Chemise,,409.0
2022-04-04,Saia Midi,,140.0
2022-12-11,Camisa Listrada,35.0,
2022-08-17,Colar,7.0,196.0
2022-07-08,Blusa Ciganinha,,166.0
2022-02-22,Camisa Manga 3/4,,264.0
2022-06-09,Blusa de Crochê,72.0,418.0
2022-02-25,Vestido Tomara que Caia,,188.0
2022-05-15,Mochila,70.0,283.0
2022-09-25,Sandália de Salto,,111.0
2022-05-09,Camiseta Básica,,323.0
2022-07-20,Blusa de Tule,14.0,391.0
2022-09-05,Macacão Curto,,161.0
2023-01-01,Short Saia,92.0,
2022-07-12,Blazer,,458.0
2022-12-27,Camisa Manga 3/4,,
2022-07-09,Sandália de Salto,,
2022-08-20,Cinto,54.0,
2022-03-14,Meia,48.0,65.0
2022-04-15,Camiseta Estampada,86.0,
2022-05-04,Saia Jeans,,333.0
2022-08-11,Brinco,10.0,128.0
2022-10-01,Camisa Social,39.0,186.0
2022-08-04,Vestido Ciganinha,,108.0
2022-02-07,Sandalia,,430.0
2022-11-07,Shorts,78.0,359.0
2022-01-15,Vestido Tubinho,81.0,391.0
2022-06-09,Óculos,62.0,
2022-12-17,Sapato Social,15.0,63.0
2022-03-23,Camiseta Manga Longa,67.0,362.0
2022-11-17,Casaco,33.0,365.0
2022-02-02,Blusa de Alça,95.0,460.0
2022-09-27,Regata,,
2022-01-14,Camisa Social,96.0,404.0
2022-12-06,Cinto,87.0,130.0
2022-06-20,Blusa Cropped,8.0,117.0
2022-07-13,Macacão,47.0,369.0
2022-06-18,Bolsa,18.0,
2022-05-03,Blazer,,
2022-11-19,Mochila,90.0,229.0
2022-09-12,Sandália Rasteira,,
2022-03-07,Sapatilha,83.0,432.0
2022-02-16,Lenço,60.0,369.0
2022-02-19,Vestido Midi,34.0,
2022-01-25,Pulseira,,427.0
2022-02-17,Saia,,213.0
2022-03-30,Macacão,65.0,332.0
2022-10-07,Sandália Rasteira,51.0,221.0
2022-05-20,Calça Jeans,,
2022-05-02,Saia Plissada,,73.0
2022-11-09,Jaqueta Jeans,76.0,268.0
2022-09-04,Saia Midi,,105.0
2022-12-03,Camisa Social,14.0,188.0
2022-09-21,Suéter,39.0,264.0
2022-08-11,Suéter,62.0,
2022-08-15,Camisa,,377.0
2022-12-11,Vestido Curto,78.0,469.0
2022-10-27,Camisa,12.0,268.0
2022-12-18,Casaco,69.0,214.0
2022-12-07,Calça Legging,19.0,159.0
2022-06-19,Calça Jeans,8.0,61.0
2022-07-01,Vestido Transpassado,52.0,272.0
2022-01-10,Vestido Godê,,222.0
2022-03-18,Blusa de Tricot,84.0,194.0
2022-04-16,Saia Longa,99.0,391.0
2022-10-31,Tênis,61.0,411.0
2022-05-18,Cueca,7.0,121.0
2022-02-22,Blusa de Tricot,41.0,263.0
2022-06-29,Top,23.0,178.0
2022-04-18,Anel,,410.0
2022-04-10,Vestido Tomara que Caia,42.0,
2022-09-13,Regata Cavada,,
2022-08-10,Vestido Curto,,285.0
2022-06-22,Vestido Longuete,56.0,273.0
2022-01-04,Macacão Longo,1.0,107.0
2022-09-01,Jaqueta de Couro,60.0,341.0
2022-03-25,Sutiã,69.0,496.0
2022-09-16,Blusa Ciganinha,,431.0
2022-01-09,Vestido Chemise,,222.0
2022-05-16,Top,15.0,395.0
2022-04-11,Macacão Longo,51.0,409.0
2022-10-15,Anel,6.0,256.0
2022-03-14,Colete,,145.0
2022-05-16,Camiseta,81.0,90.0
2022-07-08,Luvas,35.0,429.0
2022-08-15,Sandália Rasteira,56.0,315.0
2022-12-10,Sapato,,376.0
2022-06-03,Vestido Tubinho,13.0,90.0
2022-09-28,Macacão,,381.0
2022-03-21,Mochila,31.0,354.0
2022-12-22,Tênis,49.0,455.0
2022-01-20,Sandália de Salto,12.0,450.0
2022-07-23,Camisa Polo,5.0,322.0
2022-08-08,Anel,29.0,80.0
2022-01-25,Vestido Chemise,94.0,455.0
2022-12-09,Saia Longa,17.0,
2022-04-19,Short Saia,63.0,
2022-06-28,Sutiã,42.0,
2022-01-03,Luvas,80.0,183.0
2022-12-11,Blusa de Crochê,,76.0
2022-07-25,Bermuda,,318.0
2022-12-01,Luvas,,
2022-08-30,Chinelo,,211.0
2022-04-06,Saia Plissada,44.0,258.0
2022-10-28,Saia Longa,,
2022-10-23,Cardigan,71.0,111.0
2022-07-27,Camisa,16.0,141.0
2022-10-27,Cinto,,152.0
2022-12-23,Vestido Godê,,110.0
2022-01-25,Sandália de Salto,54.0,436.0
2022-12-20,Macacão,24.0,156.0
2022-09-10,Blazer,18.0,184.0
2022-07-20,Blusa de Tule,,374.0
2022-12-27,Camiseta Básica,72.0,
2022-06-07,Cueca,87.0,433.0
2022-09-29,Macacão Longo,34.0,
2022-10-29,Cachecol,6.0,350.0
2022-03-29,Camisa Social,,380.0
2022-06-28,Macacão,40.0,
2022-08-16,Vestido Longuete,40.0,112.0
2022-06-30,Pulseira,76.0,204.0
2022-09-07,Relógio,80.0,321.0
2022-02-04,Vestido Godê,59.0,439.0
2022-12-11,Cinto,5.0,171.0
2022-03-27,Camisa Manga 3/4,16.0,156.0
2022-08-06,Jaqueta,97.0,235.0
2022-03-10,Blusa Manga Longa,,318.0
2022-08-10,Boné,,110.0
2022-08-12,Saia Midi,38.0,490.0
2022-09-09,Sandalia,17.0,225.0
2022-11-16,Sapatilha,,
2022-02-10,Vestido Tomara que Caia,,340.0
2022-07-13,Sutiã,9.0,477.0
2022-05-29,Regata,95.0,56.0
2022-01-15,Regata Cavada,,376.0
2022-07-11,Relógio,,276.0
2022-05-11,Regata Cavada,99.0,408.0
2022-01-21,Camisa Polo,85.0,178.0
2022-03-02,Vestido Chemise,68.0,300.0
2022-07-23,Camisa Manga 3/4,37.0,
2022-11-06,Gravata,,481.0
2022-08-26,Vestido Rodado,8.0,250.0
2022-06-02,Chinelo,,224.0
2022-08-17,Vestido Tomara que Caia,79.0,430.0
2022-04-22,Sapatênis,45.0,289.0
2022-09-04,Blazer,,465.0
2022-05-29,Blusa de Renda,11.0,205.0
2022-10-23,Cueca,45.0,450.0
2022-05-03,Sandália de Salto,73.0,389.0
2022-06-15,Saia Jeans,40.0,332.0
2022-06-10,Cinto,100.0,152.0
2022-01-28,Regata,18.0,445.0
2022-12-04,Vestido Chemise,14.0,
2022-05-02,Brinco,76.0,90.0
2022-03-04,Sandália Rasteira,62.0,171.0
2022-03-28,Blusa de Tule,86.0,54.0
2022-01-25,Boné,16.0,
2022-02-11,Tênis,16.0,
2022-10-06,Sapatênis,39.0,417.0
2022-04-08,Vestido,61.0,383.0
2022-10-28,Camisa,,417.0
2022-11-26,Casaco,93.0,329.0
2022-10-13,Vestido com Fenda,84.0,
2022-01-07,Vestido Rodado,65.0,232.0
2022-05-07,Botas,78.0,149.0
2022-04-24,Cueca,,306.0
2022-11-28,Boné,,117.0
2022-10-01,Camisa Manga Curta,26.0,
2022-12-04,Bermuda,,205.0
2022-03-13,Calça Legging,,431.0
2022-08-18,Cinto,,374.0
2022-10-27,Vestido Longuete,92.0,
2022-03-12,Calça Jeans,42.0,352.0
2022-05-29,Blusa de Tule,23.0,
2022-07-03,Camisa,53.0,94.0
2022-03-13,Calça Jeans,,282.0
2022-02-09,Terno,,
2022-06-23,Jaqueta Jeans,70.0,249.0
2022-02-08,Macacão Longo,,182.0
2022-01-25,Colar,,357.0
2022-04-04,Saia Longa,38.0,58.0
2022-10-26,Camiseta Manga Longa,,301.0
2022-06-01,Óculos,,91.0
2022-04-12,Saia,34.0,371.0
2022-12-18,Vestido Transpassado,10.0,
2022-05-03,Vestido de Festa,21.0,498.0
2022-01-17,Sapato Social,13.0,129.0
2022-10-14,Sandália Rasteira,39.0,363.0
